email,first_name,last_name,gender,age,home_address_id,major
hshippu@lsu.edu,Kalindi,Lindborg,Male,52,6acc89672faf4822af05ac86975b8bd1,AGRICULTURE
acokev@lsu.edu,Heloise,Hartus,Female,59,0ef3a25377d84dda9deede63aaf49b18,BIOLOGY
ncamelliw@lsu.edu,Corrine,Dachs,Male,42,12132c3f3f7b48cd8dd42d94b807d68b,BIOLOGY
ufriendx@lsu.edu,Nichole,Craigie,Genderqueer,31,c3cd916639734f2b9bc44018ae4b03e2,BIOLOGY
asaveryy@lsu.edu,Reeba,Eagleston,Female,37,14e912916b7b4beca9b985771855c337,BIOLOGY
tschinettiz@lsu.edu,Gabriella,Jamary,Male,59,73fedf9d9143482c8fdaa664a7d5cd90,BIOLOGY
ecancelier10@lsu.edu,Wandis,Dumbare,Male,53,da92323b792e4714b7087bff259e717f,BIOLOGY
echristescu11@lsu.edu,Gustaf,Shadfourth,Male,28,58f4f9d118a0462b98e94b1698f9f120,BIOLOGY
mbrumby12@lsu.edu,Carolyn,Folkerts,Female,46,75dc184b3a7147419900c4c0de632622,BIOLOGY
hbickell13@lsu.edu,Jody,Heynel,Male,37,f265645de5dd4e17be16504ae0ac37f9,BIOLOGY
mgorgen14@lsu.edu,Cassey,Hunte,Genderfluid,22,6c91d772c9b44c7a88685fc91e1f0d8c,BIOLOGY
dmetson15@lsu.edu,Nata,Leyson,Male,52,4c939ffb89cc45938ad485943e295366,BIOLOGY
cbacop16@lsu.edu,Cortney,Shoorbrooke,Female,47,e9550894fe864509b562235a911591b1,BIOLOGY
baddeycott17@lsu.edu,Merle,Borkin,Male,34,1c359dd84c8144a98adba059bb4af14f,BIOLOGY
bbauldrey18@lsu.edu,Galen,Beaze,Female,49,28e98f2570fa465f9f74f1fc84d2bcc7,BIOLOGY
scallinan19@lsu.edu,Alyce,Byforth,Female,28,988b816bb54b4e9790327aa23326d563,BIOLOGY
tdomingues1a@lsu.edu,Fredia,Gracey,Male,26,2b7796fd446f4edda22702e98bd0702e,BIOLOGY
smahony1b@lsu.edu,Cesya,Wedderburn,Male,46,99aefb617b67445f928367d420ff7089,BIOLOGY
pcondon1c@lsu.edu,Benedikt,Huyhton,Male,25,86c50391b8fb42a99702667debd0889f,BIOLOGY
sbussy1d@lsu.edu,Lonnie,Toe,Female,41,abba505574904efab5ce40c5c94bb199,CHEMISTRY
esavile1e@lsu.edu,Tanney,Dillintone,Male,47,c1ebf0f36e3e434ba7a7e854f5c24ce7,CHEMISTRY
kcoughlan1f@lsu.edu,Dael,Brittian,Female,46,3aca686876124b98aaa92ddf72ce34a3,CHEMISTRY
faisman1g@lsu.edu,Bevin,Pibworth,Female,28,4caea75f916445809814ddc114afc3ce,CHEMISTRY
ymargarson1h@lsu.edu,Gloriana,Gillford,Non-binary,52,42eb1b371f184b008d5dc9032a6ef33f,CHEMISTRY
cstrooband1i@lsu.edu,Bobbe,Widdowfield,Male,50,8e718e62b3a54d348758d5332e212adb,CHEMISTRY
elosebie1j@lsu.edu,Lexine,Conan,Female,27,2003ea724d2c4c36a3448e522f7becfe,CHEMISTRY
lthursby1k@lsu.edu,Leyla,Folomin,Male,48,4fdc3c7407244758be8861e17dbe6a9f,CHEMISTRY
hraffin1l@lsu.edu,Adamo,MacTague,Female,42,83ea800000804fb68df6d9e2d5878999,CHEMISTRY
ajancey1m@lsu.edu,Ardys,McKinstry,Female,21,3b5d37114e2a4710943bd519e5017b2a,CHEMISTRY
sbecks1n@lsu.edu,Odetta,Whatling,Non-binary,45,36fe7e192e244b82a4cf91e62fcacd46,CHEMISTRY
dfahrenbach1o@lsu.edu,Davine,O'Roan,Male,30,cb6ac062f0be4e77ac15075d0acd08f2,CHEMISTRY
ehaglinton1p@lsu.edu,Dolph,Churchyard,Non-binary,37,d112dc42b0874247ae7730aa93512fa5,CHEMISTRY
mangeau1q@lsu.edu,Connor,Side,Male,55,c302ea5284cb4d1baf1f07ef20f9b561,CHEMISTRY
lsturley1r@lsu.edu,Donn,Wotherspoon,Female,43,33f2bb08231347d790bad69e6df5c477,CHEMISTRY
wberthon1s@lsu.edu,Ursala,Harmeston,Female,45,d28f4c7f8cff4dafa0e0edbf4a2b3a24,CHEMISTRY
cbarnhart1t@lsu.edu,Bobine,M'cowis,Non-binary,51,71c9e358e26e407e814d0b4d9c61dc28,CHEMISTRY
hpuleque1u@lsu.edu,Raffaello,Ciobotaro,Male,22,da0e67dd98d84e09a7e5686447c5d416,CHEMISTRY
cadamowicz1v@lsu.edu,Hermann,Chilcott,Female,44,eeb3c3381ecf4d2a952cf8765ae90106,CHEMISTRY
ahilland1w@lsu.edu,Justine,Cornwell,Male,39,478fd83f2e704e308443c24d598eba2e,CHEMISTRY
idelaprelle1x@lsu.edu,Papageno,McGrouther,Female,39,61dffe0e5ee54891832081e68246448d,CHEMISTRY
sdavid1y@lsu.edu,Christan,Robyns,Male,42,e066913110c84faeaae8cfeea1dc2299,CHEMISTRY
lraccio1z@lsu.edu,Gabi,Damiral,Female,59,3c3c429a964241ce934270d61b3e81dd,CHEMISTRY
tmoberley20@lsu.edu,Fern,Westmorland,Male,59,66eba77e89f447208e6a7680836fc233,CHEMISTRY
rbroadberrie21@lsu.edu,Tanitansy,Owttrim,Non-binary,34,73d1dfc9044341b788374521302a187f,CHEMISTRY
vshingfield22@lsu.edu,Melisent,Whetland,Male,60,32ff2d0f864c4b1288213ce70990f2ee,CHEMISTRY
knoni23@lsu.edu,Germayne,Lorman,Female,58,3bf40c89789c4a8fa671fb36e26c7182,CHEMISTRY
rbulluck24@lsu.edu,Errick,Slessor,Female,31,b59244487d5248439ce5d140b65fa87c,CHEMISTRY
tsolman25@lsu.edu,Ezri,Fitzsymonds,Male,27,ab3337f2e1ae45858c92bb19680979ab,CHEMISTRY
rvedntyev26@lsu.edu,Cary,Mantione,Male,57,a0d98bcfbcaf4510b58e41a63d3e71e3,CHEMISTRY
jturmel27@lsu.edu,Osborne,Kerr,Female,55,c09fdb17e0144677aad1009d20437341,CHEMISTRY
lrosel28@lsu.edu,Roxanna,Duignan,Male,33,ebd88fb79a5f406190b869684440695a,CHEMISTRY
tlinning29@lsu.edu,Bill,Lerohan,Female,24,7a5526a516a04ccf878c34e10b868b26,CIVIL ENGINEERING
nfazackerley2a@lsu.edu,Hilton,Cater,Male,53,6c7cdab4aef04686a81138191a81c46d,CIVIL ENGINEERING
gbenezet2b@lsu.edu,Averyl,Cathro,Female,46,bcf7987d60f94bbf9c9e7ed46158f634,CIVIL ENGINEERING
delnaugh2c@lsu.edu,Kimmy,Tucsell,Female,40,afcbd5ff00474fce8cd9e22cef79e342,CIVIL ENGINEERING
afrancecione2d@lsu.edu,Darrin,Baxandall,Male,31,7c2a36d3095e4f52a2c597a5e9b82c14,CIVIL ENGINEERING
cbernardot2e@lsu.edu,Melisenda,Tiuit,Female,58,16752b9f486241829167f7caea85f492,CIVIL ENGINEERING
dfeige2f@lsu.edu,Reynold,Male,Male,28,467fc70b07c44e69949b658b0bf17319,CIVIL ENGINEERING
ebowcock2g@lsu.edu,Devin,Van Dijk,Female,23,4fbe3dae3aff4886b14b53106bd66496,CIVIL ENGINEERING
amorrant2h@lsu.edu,Albie,Attreed,Female,41,ecc189b4ce484f97bf7763f8c579f213,CIVIL ENGINEERING
lmorrieson2i@lsu.edu,Dee dee,Rigge,Male,33,ae8fe6259c3b43bd98df897eed5772c8,CIVIL ENGINEERING
qjakoubec2j@lsu.edu,Jacquelynn,Venable,Male,25,d7f1b2912bc9480dbe2a21c022fd98fc,CIVIL ENGINEERING
sfurmston2k@lsu.edu,Abner,Strutz,Female,25,c198c63efb0b4253904e51a843144607,CIVIL ENGINEERING
mbonny2l@lsu.edu,Aldrich,Mantle,Female,26,9e48b26a84364e0b943ba785575727f8,CIVIL ENGINEERING
croggero2m@lsu.edu,Jemie,Kennerknecht,Male,28,ed52e99b79ea40e48c844cff79d3f72b,CIVIL ENGINEERING
srourke2n@lsu.edu,Kristyn,Jendrassik,Male,43,78fc1fb45b6c42e1af9ca4204317e782,CIVIL ENGINEERING
tthorogood2o@lsu.edu,Miguel,Gainsbury,Female,44,8c173a9f698e424b8a8ba73235eab988,CIVIL ENGINEERING
dthorowgood2p@lsu.edu,Evangeline,Sisey,Female,60,2076b3fae0cb4c379263e03d6ed6e55b,CIVIL ENGINEERING
bsuddock2q@lsu.edu,Romy,De Caville,Male,23,75f889d049ef49a5a4b3566ded40f709,CIVIL ENGINEERING
rjosefovic2r@lsu.edu,Dulsea,Boik,Genderqueer,26,4203ed1663d04646ae756e20e1acc1ad,CIVIL ENGINEERING
awhiskerd2s@lsu.edu,Susi,Kliemchen,Male,55,dfe51090c97640409ca75745f4105f80,CIVIL ENGINEERING
ttremollet2t@lsu.edu,Gwendolen,Storror,Female,23,fc20e3c4e6bb4790a816f15d52b4d918,CIVIL ENGINEERING
pbowsher2u@lsu.edu,Vita,Markos,Female,31,da32cae8ad8d498f909276d9c52e0b25,CIVIL ENGINEERING
bmaclaverty2v@lsu.edu,Kippie,Saffrin,Non-binary,39,5f2192a8b3bb43168c0f313f6675d6d0,CIVIL ENGINEERING
amcpartlin2w@lsu.edu,Steve,Zanassi,Female,46,e164006853044424977b5a4afcb782c4,CIVIL ENGINEERING
lthackham2x@lsu.edu,Roberto,Hedde,Male,30,45fecaf0e932471db92f4612cf866059,CIVIL ENGINEERING
bbywaters2y@lsu.edu,Ailis,Sumers,Male,22,7d796598186f4394bf686c27b7452f83,CIVIL ENGINEERING
gdruce2z@lsu.edu,Timmi,Nehlsen,Female,47,8f036142eed44736a05f61c9f0925822,CIVIL ENGINEERING
kfeeney30@lsu.edu,Flem,Brachell,Male,42,85753bfa71a24f309c28a38e61e108af,CIVIL ENGINEERING
ccellier31@lsu.edu,Elwyn,Awde,Female,60,66681b24d0544ffbaab898b3c747e857,CIVIL ENGINEERING
icabbell32@lsu.edu,Enos,Cockerell,Female,24,79add59fd1ad4fb9866b13368bec8eb0,CIVIL ENGINEERING
dgrogona33@lsu.edu,Candice,Tomasi,Female,49,4fd939a4aa034b67b04ab327c98628b5,CIVIL ENGINEERING
mstapele34@lsu.edu,Lethia,Gumn,Male,24,c0b0cbe8144641b496ad53d6d06fcfe4,CIVIL ENGINEERING
gambrosch35@lsu.edu,Pieter,Tooker,Male,30,2b4b9b3ba4084553ad9df3bdd0e53861,CIVIL ENGINEERING
afidilis36@lsu.edu,Anton,McBrier,Male,31,7f816b11dff7492d8c4e3d3f22c9936b,CIVIL ENGINEERING
pboundey37@lsu.edu,Remy,Edling,Female,41,7ca480a3730d47dcb1d72c8e26ea0dd3,CIVIL ENGINEERING
ksnoddy38@lsu.edu,Valentina,MacKellar,Male,51,33e920fe7ffa48ea9e2f56b208b1080c,CIVIL ENGINEERING
sbouzek39@lsu.edu,Zsa zsa,Yurlov,Female,28,dcc96647115849979a9f3e162e498412,CIVIL ENGINEERING
gleddie3a@lsu.edu,Lory,Segge,Female,32,b30e2a4c28b0475e8a6e9ae10643ea40,CIVIL ENGINEERING
dlepick3b@lsu.edu,Tessi,Pollendine,Male,41,363d92270e9c4e73b2a966f68e20dd85,CIVIL ENGINEERING
atorrejon3c@lsu.edu,Leeann,Scupham,Male,31,d7497de213ca435b9302cfd85c48824f,CIVIL ENGINEERING
jkittel3d@lsu.edu,Darill,Botterill,Female,59,88ca747e86cb463eaac3da5f4118c47f,CIVIL ENGINEERING
sshewry3e@lsu.edu,Courtney,Pointer,Female,46,5c99b06b24dc46a4b0d1ea12923cf39b,CIVIL ENGINEERING
ljoannic3f@lsu.edu,Sarine,Hamner,Female,50,fffc30d44bab4623b34f8c450382d97c,CIVIL ENGINEERING
fscowcroft3g@lsu.edu,Kathie,Mussared,Male,44,b8bc4568131e4f3ebb83757e67e48d90,CIVIL ENGINEERING
cceaser3h@lsu.edu,Danit,Wudeland,Female,56,c399f80b47e947389ddc47ab65dc9f15,CIVIL ENGINEERING
jpietroni3i@lsu.edu,Niven,Gilcriest,Female,27,03ddcd0ae0ae40d78274bfab277c846d,CIVIL ENGINEERING
gdignall3j@lsu.edu,Chandal,Hevner,Female,23,aadb0f3a602449de95abbbc971e27dab,CIVIL ENGINEERING
bhubbucke3k@lsu.edu,Tanya,Wardrop,Male,28,45d2464ecc334586a9070d7485e62e19,CIVIL ENGINEERING
awanstall3l@lsu.edu,Neal,Gerling,Female,22,5b320c06500a4ab39f71fd4599948c91,CIVIL ENGINEERING
msalvatore3m@lsu.edu,Stanton,Rizzetti,Female,44,855382b70320480b890f9d5f24876d87,CIVIL ENGINEERING
zcallis3n@lsu.edu,Tammi,Prestige,Female,28,47d3272e7adb473db45d8846b0f39ccc,CIVIL ENGINEERING
heastcott3o@lsu.edu,Vern,Boyington,Female,48,20cfb55c5b3c4477b5a3348829b7d7f5,CIVIL ENGINEERING
mdrache3p@lsu.edu,Meggy,Gaiger,Female,21,483da08fb76c47bdb3942f233b038e68,CIVIL ENGINEERING
cvasichev3q@lsu.edu,Julissa,Ramirez,Female,47,1e122a5a13fe4296bfd40baa4668d79c,CIVIL ENGINEERING
ashutt3r@lsu.edu,Duffy,Selwin,Male,60,75ecaee631d54b42b027d003f93dd1db,CIVIL ENGINEERING
kbartolacci3s@lsu.edu,Fitz,Ottosen,Female,33,056d68d6def8438bb9395c515543659f,CIVIL ENGINEERING
dsquelch3t@lsu.edu,Halli,Lerhinan,Male,48,5adab65dd929411eb170fc5345f26389,CIVIL ENGINEERING
rofallon3u@lsu.edu,Renell,Stimson,Female,33,0faa98095a864c5aae2a23dd6b7b128b,CIVIL ENGINEERING
ikneesha3v@lsu.edu,Loutitia,Goulbourne,Female,52,1f6ceefc048b48e7978530e8764d2b74,CIVIL ENGINEERING
vizaac3w@lsu.edu,Maria,Swan,Male,23,4731ead58beb4df8b6b08f883374668c,CIVIL ENGINEERING
sgeratasch3x@lsu.edu,Glynn,Pache,Female,34,12b58287dfc04bcbb2c466aa1b20a90b,CIVIL ENGINEERING
wucceli3y@lsu.edu,Stanford,Beyne,Female,28,7e209af78cf743c6878768ef18a2e73d,CIVIL ENGINEERING
vgreatorex3z@lsu.edu,Jessie,Sandland,Male,34,9230cf6def9b40ca9c7ae1f85d657186,CIVIL ENGINEERING
tmanus40@lsu.edu,Cirillo,Krelle,Male,26,4072ea4d69544c7ba16a59421ebc7f64,CIVIL ENGINEERING
blucio41@lsu.edu,Faun,Deek,Female,35,6023c39b58214f4dba37d172b98fe270,CIVIL ENGINEERING
fmcall42@lsu.edu,Ken,Haglinton,Male,57,ab94b995a9ff4f5a88d6057512bc8efe,CIVIL ENGINEERING
msprackling43@lsu.edu,Addison,Matejovsky,Male,40,a5c559fa2db346069a4f9ed1006ba8d1,CIVIL ENGINEERING
mgudeman44@lsu.edu,Zenia,Killimister,Female,37,9c7f80d2670f4cea8d01f6bd9e2976bb,CIVIL ENGINEERING
jtestro45@lsu.edu,Hyacinthie,Pottiphar,Male,23,d6eca78634af44fe8cab9743019dc5a0,CIVIL ENGINEERING
mreeves46@lsu.edu,Linn,Apdell,Male,24,a0b9c4b537504484be0042fe37f2d0fc,CIVIL ENGINEERING
rkorneev47@lsu.edu,Corbie,Tebbut,Male,26,2ca1054d146e43299c12b134439bbb14,CIVIL ENGINEERING
tkorting48@lsu.edu,Ruby,Slay,Male,30,e584ca507e6844f3a4ce3c62f994de7e,CIVIL ENGINEERING
rwomack49@lsu.edu,Gregg,De Micoli,Male,33,feab36154f9a471f8e4706f3acee2375,CIVIL ENGINEERING
atythacott4a@lsu.edu,Quent,Tacker,Female,50,afd51c496bc546a4a0e6e55180de275a,CIVIL ENGINEERING
tevangelinos4b@lsu.edu,Ivory,Maffia,Female,31,cda0737721884248b518904ae5614da6,CIVIL ENGINEERING
fleere4c@lsu.edu,Kare,Woehler,Non-binary,51,76896d5356114231ac9d2738a534d24f,CIVIL ENGINEERING
kbouzek4d@lsu.edu,Horton,Durman,Female,41,515db9c5173245579169d5bdd187defd,CIVIL ENGINEERING
tizzatt4e@lsu.edu,Rodolph,Jeandet,Male,38,81eb2766edf84db29f67bcd77cc5e1b3,CIVIL ENGINEERING
pslidders4f@lsu.edu,Rubi,Gasken,Male,36,158cd3fd4f4b4ceab50bdbb996fa74eb,CIVIL ENGINEERING
agoly4g@lsu.edu,Al,Klouz,Male,42,12eaca25687449e9b937e1657a6a1c45,CIVIL ENGINEERING
cthumann4h@lsu.edu,Silas,Volette,Female,24,3e194ff66dbe41f8be3bf1e02bbecd79,CIVIL ENGINEERING
rmcwhin4i@lsu.edu,Almeta,Petters,Female,59,c8136f6f57a24d6db9588312ea1d1664,CIVIL ENGINEERING
gdowtry4j@lsu.edu,Cecilio,Antosik,Male,51,0c2ab1f4d87a481aa588ea5ece4c6da4,CIVIL ENGINEERING
tinch4k@lsu.edu,Monique,Jakubovits,Male,21,e1263b15faea47cdbd1ec98a9c64f9d7,CIVIL ENGINEERING
jthwaite4l@lsu.edu,Cass,Maria,Male,58,763d091cae8d416fbf9f0b431d6e3dde,CIVIL ENGINEERING
rmessham4m@lsu.edu,Caroline,Wright,Male,45,6af0ebbd1740423c8c17eb51bc595080,CIVIL ENGINEERING
pnetley4n@lsu.edu,Annmarie,Eadie,Male,46,31ef410813c4466fa44163dc91528ebf,CIVIL ENGINEERING
lbissill4o@lsu.edu,Carson,Langdridge,Female,41,500951cbe8dd42ec82b16587e0231a97,CIVIL ENGINEERING
anassau4p@lsu.edu,Agosto,Wildin,Male,60,3dbe9bab765343a1a8991f6895671f77,CIVIL ENGINEERING
toseland4q@lsu.edu,Bar,Cowin,Male,29,7d769b00098746b098701c0fe50de398,CIVIL ENGINEERING
feeles4r@lsu.edu,Enrico,Sides,Agender,40,c224b409aacb4b68a815c04d0b08a7bd,CIVIL ENGINEERING
tbice4s@lsu.edu,Renell,Joules,Female,39,301868c743c048b786626b787508bd48,CIVIL ENGINEERING
hgoolden4t@lsu.edu,Leo,Dunk,Female,57,861d38018c564aaebb0b96cefaea81a3,CIVIL ENGINEERING
myork4u@lsu.edu,Cammie,Leaf,Female,54,4c76370c74ce4128a4f19981cfdc58a3,CIVIL ENGINEERING
ghankey4v@lsu.edu,Lia,MacGillivrie,Female,33,148591fa808e46d0a5676e48a776a753,CIVIL ENGINEERING
jcory4w@lsu.edu,Babb,Speachley,Male,47,5b6177d1b49842a1b344bb61973a07b5,CIVIL ENGINEERING
etroy4x@lsu.edu,Aila,Skaif,Genderfluid,28,09591df4562847de885250d5e9f9c1db,CIVIL ENGINEERING
lundrill4y@lsu.edu,Osbert,Pavlovic,Male,32,253b5b8ab0624f408a7b9f599eafd8ad,CIVIL ENGINEERING
gmackall4z@lsu.edu,Reginauld,Milligan,Male,26,cc544bbe816143e19380d6bb40b1766b,CIVIL ENGINEERING
myacob50@lsu.edu,Gilburt,Ludlam,Male,29,42f03a4a3e374dfb833575fed9904deb,CIVIL ENGINEERING
ajeffs51@lsu.edu,Bette-ann,Loney,Male,36,8c037bc5daff45fe885a2ae205e2e07d,CIVIL ENGINEERING
olief52@lsu.edu,Mechelle,Donoher,Female,34,a4dc52ba70064edb8306f71dd823c3ff,CIVIL ENGINEERING
ddimeo53@lsu.edu,Ivy,Joicey,Male,34,af4bec9836674f6babbff3cad9a25655,CIVIL ENGINEERING
dclearie54@lsu.edu,Kelly,Douglass,Male,49,80f163e9c6804031b088e4f60d33624d,CIVIL ENGINEERING
mriddler55@lsu.edu,Florri,Steart,Agender,54,68a693ee4aba4b49892bfe763fd74520,CIVIL ENGINEERING
cklyner56@lsu.edu,Ed,Jeppensen,Male,57,d60cf4f13f2c48be9e7bc0638a7c2617,CIVIL ENGINEERING
zmegroff57@lsu.edu,Carmine,Atrill,Male,45,ab5117c2be4d4c259cc9129e569b9b49,CIVIL ENGINEERING
cjaquiss58@lsu.edu,Ethel,Gawn,Female,34,a738c5cddfa44185824b795e63a71a36,CIVIL ENGINEERING
garmer59@lsu.edu,Lacee,Hebbard,Female,50,80e5fb1a6b7e44e7b9f8a2c68d5c7ddc,CIVIL ENGINEERING
scribbin5a@lsu.edu,Annmaria,Luckey,Agender,42,e638382eb1be43b19160466bc5032ff8,CIVIL ENGINEERING
mgeorgi5b@lsu.edu,Rivalee,Gethings,Male,42,2b416e191c1c4eba8aa1ff504fbb63ce,CIVIL ENGINEERING
kgedney5c@lsu.edu,Stanwood,Kick,Male,27,68f9690981da49038a077ac53b2cf969,CIVIL ENGINEERING
jponting5d@lsu.edu,Leilah,Blowers,Female,27,fc8159208c364952a806fd4ee7198e81,CIVIL ENGINEERING
meddington5e@lsu.edu,Leif,Paulson,Female,32,9120e769364e49b5a5e8ed14d505d972,CIVIL ENGINEERING
landrysek5f@lsu.edu,Tamas,Corpes,Male,37,8cce6934d6574e67b8f892f369f15431,CIVIL ENGINEERING
oleishman5g@lsu.edu,Philippe,Chellenham,Male,33,fcfc28af8bfd44b78902a71fd4766991,CIVIL ENGINEERING
cstritton5h@lsu.edu,Desmund,Epple,Male,48,dd767e81f86441f082fac8e8a506bea2,CIVIL ENGINEERING
fewbanks5i@lsu.edu,Pedro,Schmuhl,Female,32,ae6b636483fc45a9beedbf7fe79f5a3c,CIVIL ENGINEERING
olenox5j@lsu.edu,Vaughan,Petrishchev,Female,42,0da1ee15ff914a8da80485dbd4163f2f,CIVIL ENGINEERING
abattrick5k@lsu.edu,Evaleen,Cuddon,Female,51,449a8633af3d489ca976c211dc68b183,CIVIL ENGINEERING
asherr5l@lsu.edu,Alina,Littrick,Male,59,bb3dd308c1b8491fb408277b9ac96bff,CIVIL ENGINEERING
hheatlie5m@lsu.edu,Terrence,Landy,Male,31,b9201b9c7e664762b37a974b27317eb0,CIVIL ENGINEERING
gbachnic5n@lsu.edu,Irene,Tute,Male,27,c0f561ec7e0845aa803e104d84b73adf,CIVIL ENGINEERING
ykopec5o@lsu.edu,Francine,Elwood,Male,36,70e05302e54c431399940ddb5da15e8d,CIVIL ENGINEERING
jsagg5p@lsu.edu,Charlotta,Petford,Female,40,f452af1747294ea2bcbe96e8445c6754,CIVIL ENGINEERING
jwooderson5q@lsu.edu,Patrica,O'Crigan,Male,41,48d85afe4ede43fbb791ad5a34799018,CIVIL ENGINEERING
rcayton5r@lsu.edu,Joycelin,Skedgell,Male,56,391bc476372646cba9e6a1b4827c5878,CIVIL ENGINEERING
kfaint5s@lsu.edu,Cad,Lesper,Polygender,44,999c2692daa44ee08f65e0940297b44f,CIVIL ENGINEERING
mtuxell5t@lsu.edu,Mattie,Valente,Female,55,ffe502365eae4d9490dd1144b89f2a1d,CIVIL ENGINEERING
lmingardi5u@lsu.edu,Harmon,Newstead,Female,53,8b82cbbfa5f84b72bc1fcf9e9bd5c60c,CIVIL ENGINEERING
msigward5v@lsu.edu,Terza,Methringham,Female,57,f25006c8459a4aeb839feac45b18f478,CIVIL ENGINEERING
cdiffley5w@lsu.edu,Dorris,Peeke-Vout,Female,36,51f3ca70ab164d6c8c8fa8c494b7dafa,CIVIL ENGINEERING
szannini5x@lsu.edu,Seth,Drayn,Female,30,df99ecf07d904c24a1e75520f8ad3d5f,CIVIL ENGINEERING
eovenden5y@lsu.edu,Paulie,Fouracres,Male,51,d6956eaae6404f7e8c6024c6e0efaa43,CIVIL ENGINEERING
irozzell5z@lsu.edu,Fanya,Mardy,Agender,59,2fb09745e8274be8b00d8e3e05e78670,CIVIL ENGINEERING
tcoulman60@lsu.edu,Ranique,Knight,Male,38,13280504bd7c4267adfdb3449f441b8f,CIVIL ENGINEERING
vwyse61@lsu.edu,Maurizio,Cathro,Male,40,1990f235a93f4d108636a39a680dbea8,CIVIL ENGINEERING
rlefriec62@lsu.edu,Esme,Gillon,Female,59,48d70cf496274379a40caf6cca719b60,CIVIL ENGINEERING
mickowics63@lsu.edu,Shari,Scarth,Male,58,5c9ab9a68db5485aa86a4ae7350be5ea,CIVIL ENGINEERING
glilliman64@lsu.edu,Danni,Siebart,Male,37,bb16c152c66447a282d9f25bd1e43083,CIVIL ENGINEERING
bthirtle65@lsu.edu,Constantina,Cahan,Male,25,918baff40dda4780bb62638b4b2a8ff0,CIVIL ENGINEERING
